model,quant,family,probe_id,variant,tier,seed,score,judge_type,parse_ok,ja_char_ratio,out_tokens,latency_ms,raw_output_path,kana_ratio,latin_ratio,other_script_ratio,parse_mode,action,action_src,destination,verdict,n_violations,violations,gold_ok,term_detected,term_expected,over_refusal,hallucination_rate,recall_rate,diff_valid,diff_semantic_ok,prompt_tokens,approx_tokens,temperature,batch_invariant,concurrency,endpoint,engine_ver,ts,item_set_hash,prompt_template_hash,notes
Qwen3-14B-int8,int8,6,F6-18,full,mid,20260905,1,machine,True,0.7818,50,3967.6,raw/Qwen3-14B-int8/F6-18__full.txt,0.2727,0.0364,0.0,lines,移動,field,C-0075,,0,,,,,,,,,,3132,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-14B-int8,int8,6,F6-19,v1,mid,20260905,1,machine,True,0.8571,34,2275.3,raw/Qwen3-14B-int8/F6-19__v1.txt,0.3429,0.0286,0.0,lines,購入,field,菓子店D,,0,,,,,,,,,,1323,1312,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-8B-int8,int8,6,F6-42,v1,tail,20260905,1,machine,True,0.7,28,1626.7,raw/Qwen3-8B-int8/F6-42__v1.txt,0.2333,0.0333,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,1370,1364,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:01,81,,
Qwen3-8B-int8,int8,6,F6-43,v0,tail,20260905,1,machine,True,0.7,29,1643.7,raw/Qwen3-8B-int8/F6-43__v0.txt,0.1667,0.0333,0.0,lines,移動,field,C-0020,,0,,,,,,,,,,1861,1871,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-43,full,tail,20260905,1,machine,True,0.7097,30,1739.3,raw/Qwen3-8B-int8/F6-43__full.txt,0.2581,0.0323,0.0,lines,移動,field,C-0031,,0,,,,,,,,,,3118,3099,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-43,v1,tail,20260905,1,machine,True,0.7,31,1706.7,raw/Qwen3-8B-int8/F6-43__v1.txt,0.2,0.0333,0.0,lines,移動,field,C-0029,,0,,,,,,,,,,1326,1322,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-44,v0,tail,20260905,1,machine,True,0.7188,29,1271.5,raw/Qwen3-8B-int8/F6-44__v0.txt,0.375,0.0312,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1854,1863,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-44,full,tail,20260905,1,machine,True,0.7097,32,1380.9,raw/Qwen3-8B-int8/F6-44__full.txt,0.2903,0.0323,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,3115,3092,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-45,full,tail,20260905,1,machine,True,0.88,25,864.6,raw/Qwen3-8B-int8/F6-45__full.txt,0.32,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3123,3096,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-14B-int8,int8,6,F6-20,full,mid,20260905,1,machine,True,0.8788,32,2755.1,raw/Qwen3-14B-int8/F6-20__full.txt,0.3636,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3121,3091,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-44,v1,tail,20260905,1,machine,True,0.7632,38,1249.8,raw/Qwen3-8B-int8/F6-44__v1.txt,0.3158,0.0263,0.0,lines,購入,field,C-0055,,0,,,,,,,,,,1320,1319,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-45,v1,tail,20260905,1,machine,True,0.6538,28,698.3,raw/Qwen3-8B-int8/F6-45__v1.txt,0.1538,0.0385,0.0,lines,待機,field,C-0210,,0,,,,,,,,,,1329,1320,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-8B-int8,int8,6,F6-45,v0,tail,20260905,1,machine,True,0.7568,38,905.9,raw/Qwen3-8B-int8/F6-45__v0.txt,0.2162,0.027,0.0,lines,移動,field,C-0211,,0,,,,,,,,,,1862,1864,0.0,1,8,http://127.0.0.1:8000,0.28.0,2026-09-05T08:08:02,81,,
Qwen3-14B-int8,int8,6,F6-20,v0,mid,20260905,1,machine,True,0.8947,37,2851.4,raw/Qwen3-14B-int8/F6-20__v0.txt,0.3421,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1861,1859,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:03,81,,
Qwen3-14B-int8,int8,6,F6-20,v1,mid,20260905,1,machine,True,0.7297,34,2911.7,raw/Qwen3-14B-int8/F6-20__v1.txt,0.3243,0.027,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1322,1308,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:03,81,,
Qwen3-14B-int8,int8,6,F6-21,v0,mid,20260905,1,machine,True,0.9189,29,2498.4,raw/Qwen3-14B-int8/F6-21__v0.txt,0.5135,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1872,1875,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:04,81,,
Qwen3-14B-int8,int8,6,F6-21,full,mid,20260905,1,machine,True,0.775,36,3090.2,raw/Qwen3-14B-int8/F6-21__full.txt,0.375,0.025,0.0,lines,移動,field,C-0003,,0,,,,,,,,,,3133,3108,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:04,81,,
Qwen3-14B-int8,int8,6,F6-21,v1,mid,20260905,1,machine,True,0.75,31,2588.8,raw/Qwen3-14B-int8/F6-21__v1.txt,0.3889,0.0278,0.0,lines,移動,field,C-0002,,0,,,,,,,,,,1345,1340,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:04,81,,
Qwen3-14B-int8,int8,6,F6-22,v1,mid,20260905,1,machine,True,0.9032,29,2290.8,raw/Qwen3-14B-int8/F6-22__v1.txt,0.2903,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1351,1344,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:04,81,,
Qwen3-14B-int8,int8,6,F6-22,full,mid,20260905,1,machine,True,0.9091,33,3272.7,raw/Qwen3-14B-int8/F6-22__full.txt,0.3939,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,3147,3126,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:05,81,,
Qwen3-14B-int8,int8,6,F6-22,v0,mid,20260905,1,machine,True,0.7429,35,3771.4,raw/Qwen3-14B-int8/F6-22__v0.txt,0.2857,0.0286,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1885,1895,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:05,81,,
Qwen3-14B-int8,int8,6,F6-23,full,mid,20260905,1,machine,True,0.925,36,3074.2,raw/Qwen3-14B-int8/F6-23__full.txt,0.4,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,3134,3107,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:06,81,,
Qwen3-14B-int8,int8,6,F6-23,v0,mid,20260905,1,machine,True,0.9189,28,2462.0,raw/Qwen3-14B-int8/F6-23__v0.txt,0.4865,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1877,1878,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:06,81,,
Qwen3-14B-int8,int8,6,F6-23,v1,mid,20260905,1,machine,True,0.9211,34,2918.1,raw/Qwen3-14B-int8/F6-23__v1.txt,0.3684,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1344,1335,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:07,81,,
Qwen3-14B-int8,int8,6,F6-24,full,mid,20260905,1,machine,True,0.775,36,3200.7,raw/Qwen3-14B-int8/F6-24__full.txt,0.375,0.025,0.0,lines,移動,field,C-0005,,0,,,,,,,,,,3146,3116,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:07,81,,
Qwen3-14B-int8,int8,6,F6-24,v0,mid,20260905,1,machine,True,0.92,42,3462.2,raw/Qwen3-14B-int8/F6-24__v0.txt,0.4,0.02,0.0,lines,待機,field,なし,,0,,,,,,,,,,1890,1888,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:07,81,,
Qwen3-14B-int8,int8,6,F6-25,v0,mid,20260905,1,machine,True,0.9149,39,2491.3,raw/Qwen3-14B-int8/F6-25__v0.txt,0.4255,0.0213,0.0,lines,移動,field,なし,,0,,,,,,,,,,1891,1887,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:08,81,,
Qwen3-14B-int8,int8,6,F6-24,v1,mid,20260905,1,machine,True,0.9231,47,3554.0,raw/Qwen3-14B-int8/F6-24__v1.txt,0.3846,0.0192,0.0,lines,待機,field,なし,,0,,,,,,,,,,1362,1350,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:08,81,,
Qwen3-14B-int8,int8,6,F6-25,full,mid,20260905,1,machine,True,0.807,46,3324.6,raw/Qwen3-14B-int8/F6-25__full.txt,0.3333,0.0175,0.0,lines,購入,field,C-0166,,0,,,,,,,,,,3148,3114,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:08,81,,
Qwen3-14B-int8,int8,6,F6-25,v1,mid,20260905,1,machine,True,0.907,42,2956.5,raw/Qwen3-14B-int8/F6-25__v1.txt,0.3721,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1361,1346,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:09,81,,
Qwen3-14B-int8,int8,6,F6-26,full,mid,20260905,1,machine,True,0.8136,49,3379.8,raw/Qwen3-14B-int8/F6-26__full.txt,0.3559,0.0169,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,3140,3123,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:09,81,,
Qwen3-14B-int8,int8,6,F6-26,v0,mid,20260905,1,machine,True,0.8,46,2912.5,raw/Qwen3-14B-int8/F6-26__v0.txt,0.36,0.02,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1882,1895,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:10,81,,
Qwen3-14B-int8,int8,6,F6-26,v1,mid,20260905,1,machine,True,0.7826,44,2629.5,raw/Qwen3-14B-int8/F6-26__v1.txt,0.413,0.0217,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1344,1342,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:10,81,,
Qwen3-14B-int8,int8,6,F6-27,full,mid,20260905,1,machine,True,0.7436,38,2366.9,raw/Qwen3-14B-int8/F6-27__full.txt,0.359,0.0256,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,3141,3124,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:10,81,,
Qwen3-14B-int8,int8,6,F6-28,full,mid,20260905,1,machine,True,0.8333,32,2002.1,raw/Qwen3-14B-int8/F6-28__full.txt,0.3,0.0333,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,3137,3117,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:10,81,,
Qwen3-14B-int8,int8,6,F6-27,v0,mid,20260905,1,machine,True,0.7917,46,3171.0,raw/Qwen3-14B-int8/F6-27__v0.txt,0.3333,0.0208,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1883,1895,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:11,81,,
Qwen3-14B-int8,int8,6,F6-27,v1,mid,20260905,1,machine,True,0.7872,45,3186.0,raw/Qwen3-14B-int8/F6-27__v1.txt,0.4255,0.0213,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1345,1343,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:11,81,,
Qwen3-14B-int8,int8,6,F6-28,v0,mid,20260905,1,machine,True,0.8485,34,2509.6,raw/Qwen3-14B-int8/F6-28__v0.txt,0.2121,0.0303,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1875,1884,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:11,81,,
Qwen3-14B-int8,int8,6,F6-28,v1,mid,20260905,1,machine,True,0.875,38,2800.0,raw/Qwen3-14B-int8/F6-28__v1.txt,0.325,0.025,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1344,1341,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:12,81,,
Qwen3-14B-int8,int8,6,F6-29,v0,mid,20260905,1,machine,True,0.8333,32,2712.0,raw/Qwen3-14B-int8/F6-29__v0.txt,0.3,0.0333,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1875,1884,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:12,81,,
Qwen3-14B-int8,int8,6,F6-29,full,mid,20260905,1,machine,True,0.8333,34,2779.4,raw/Qwen3-14B-int8/F6-29__full.txt,0.2667,0.0333,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,3137,3117,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:12,81,,
Qwen3-14B-int8,int8,6,F6-29,v1,mid,20260905,1,machine,True,0.875,38,3310.3,raw/Qwen3-14B-int8/F6-29__v1.txt,0.325,0.025,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1344,1341,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:13,81,,
Qwen3-14B-int8,int8,6,F6-30,full,mid,20260905,1,machine,True,0.7436,39,3183.2,raw/Qwen3-14B-int8/F6-30__full.txt,0.3077,0.0256,0.0,lines,購入,field,C-0002,,0,,,,,,,,,,3129,3108,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:13,81,,
Qwen3-14B-int8,int8,6,F6-30,v0,mid,20260905,1,machine,True,0.9091,39,2857.2,raw/Qwen3-14B-int8/F6-30__v0.txt,0.4091,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1872,1878,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:14,81,,
Qwen3-14B-int8,int8,6,F6-31,full,tail,20260905,1,machine,True,0.9268,34,2768.2,raw/Qwen3-14B-int8/F6-31__full.txt,0.5366,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,3116,3096,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:14,81,,
Qwen3-14B-int8,int8,6,F6-31,v0,tail,20260905,1,machine,True,0.9032,26,2346.5,raw/Qwen3-14B-int8/F6-31__v0.txt,0.4839,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1855,1864,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:14,81,,
Qwen3-14B-int8,int8,6,F6-30,v1,mid,20260905,1,machine,True,0.7872,44,3397.9,raw/Qwen3-14B-int8/F6-30__v1.txt,0.4255,0.0213,0.0,lines,購入,field,C-0002,,0,,,,,,,,,,1341,1342,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:15,81,,
Qwen3-14B-int8,int8,6,F6-32,v1,tail,20260905,1,machine,True,0.88,24,2086.5,raw/Qwen3-14B-int8/F6-32__v1.txt,0.36,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1320,1314,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:15,81,,
Qwen3-14B-int8,int8,6,F6-32,v0,tail,20260905,1,machine,True,0.9189,32,2565.5,raw/Qwen3-14B-int8/F6-32__v0.txt,0.3784,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1865,1868,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:16,81,,
Qwen3-14B-int8,int8,6,F6-31,v1,tail,20260905,1,machine,True,0.9388,39,3219.3,raw/Qwen3-14B-int8/F6-31__v1.txt,0.3878,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1320,1318,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:16,81,,
Qwen3-14B-int8,int8,6,F6-32,full,tail,20260905,1,machine,True,0.9333,40,3270.5,raw/Qwen3-14B-int8/F6-32__full.txt,0.3556,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,3122,3098,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:16,81,,
Qwen3-14B-int8,int8,6,F6-33,full,tail,20260905,1,machine,True,0.9167,29,2829.3,raw/Qwen3-14B-int8/F6-33__full.txt,0.5,0.0,0.0,lines,通報,field,なし,,0,,,,,,,,,,3129,3114,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:17,81,,
Qwen3-14B-int8,int8,6,F6-33,v0,tail,20260905,1,machine,True,0.9318,31,2624.0,raw/Qwen3-14B-int8/F6-33__v0.txt,0.5455,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1867,1882,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:17,81,,
Qwen3-14B-int8,int8,6,F6-34,full,tail,20260905,1,machine,True,0.9211,33,2834.2,raw/Qwen3-14B-int8/F6-34__full.txt,0.4737,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,3125,3108,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:17,81,,
Qwen3-14B-int8,int8,6,F6-34,v0,tail,20260905,1,machine,True,0.8788,32,2569.7,raw/Qwen3-14B-int8/F6-34__v0.txt,0.2121,0.0303,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1859,1872,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:18,81,,
Qwen3-14B-int8,int8,6,F6-33,v1,tail,20260905,1,machine,True,0.7826,44,3426.2,raw/Qwen3-14B-int8/F6-33__v1.txt,0.413,0.0217,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1327,1323,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:18,81,,
Qwen3-14B-int8,int8,6,F6-35,full,tail,20260905,1,machine,True,0.9231,34,2862.0,raw/Qwen3-14B-int8/F6-35__full.txt,0.4615,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,3120,3099,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:19,81,,
Qwen3-14B-int8,int8,6,F6-34,v1,tail,20260905,1,machine,True,0.8974,35,2895.8,raw/Qwen3-14B-int8/F6-34__v1.txt,0.3077,0.0256,0.0,lines,購入,field,定食店A,,0,,,,,,,,,,1329,1323,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:19,81,,
Qwen3-14B-int8,int8,6,F6-35,v0,tail,20260905,1,machine,True,0.7568,38,3257.9,raw/Qwen3-14B-int8/F6-35__v0.txt,0.2703,0.027,0.0,lines,購入,field,C-0012,,0,,,,,,,,,,1856,1865,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:19,81,,
Qwen3-14B-int8,int8,6,F6-35,v1,tail,20260905,1,machine,True,0.9143,34,2884.4,raw/Qwen3-14B-int8/F6-35__v1.txt,0.3429,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1326,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:19,81,,
Qwen3-14B-int8,int8,6,F6-36,full,tail,20260905,1,machine,True,0.9231,36,3059.7,raw/Qwen3-14B-int8/F6-36__full.txt,0.359,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3124,3105,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:20,81,,
Qwen3-14B-int8,int8,6,F6-36,v0,tail,20260905,1,machine,True,0.9211,36,2788.2,raw/Qwen3-14B-int8/F6-36__v0.txt,0.3684,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,1868,1877,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:20,81,,
Qwen3-14B-int8,int8,6,F6-36,v1,tail,20260905,1,machine,True,0.75,31,2451.3,raw/Qwen3-14B-int8/F6-36__v1.txt,0.3333,0.0278,0.0,lines,購入,field,C-0004,,0,,,,,,,,,,1321,1319,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:20,81,,
Qwen3-14B-int8,int8,6,F6-37,full,tail,20260905,1,machine,True,0.9118,33,3031.2,raw/Qwen3-14B-int8/F6-37__full.txt,0.3529,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3124,3105,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:21,81,,
Qwen3-14B-int8,int8,6,F6-38,full,tail,20260905,1,machine,True,0.9143,30,2332.5,raw/Qwen3-14B-int8/F6-38__full.txt,0.4571,0.0,0.0,lines,購入,field,なし,,0,,,,,,,,,,3134,3116,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:21,81,,
Qwen3-14B-int8,int8,6,F6-37,v1,tail,20260905,1,machine,True,0.925,36,2813.0,raw/Qwen3-14B-int8/F6-37__v1.txt,0.35,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:21,81,,
Qwen3-14B-int8,int8,6,F6-37,v0,tail,20260905,1,machine,True,0.9111,39,3286.1,raw/Qwen3-14B-int8/F6-37__v0.txt,0.4,0.0222,0.0,lines,移動,field,なし,,0,,,,,,,,,,1867,1876,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:22,81,,
Qwen3-14B-int8,int8,6,F6-38,v0,tail,20260905,1,machine,True,0.7632,36,2860.7,raw/Qwen3-14B-int8/F6-38__v0.txt,0.3421,0.0263,0.0,lines,移動,field,C-0089,,0,,,,,,,,,,1872,1885,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:22,81,,
Qwen3-14B-int8,int8,6,F6-39,full,tail,20260905,1,machine,True,0.9118,33,2851.0,raw/Qwen3-14B-int8/F6-39__full.txt,0.3529,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3124,3100,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:23,81,,
Qwen3-14B-int8,int8,6,F6-38,v1,tail,20260905,1,machine,True,0.7872,44,3515.1,raw/Qwen3-14B-int8/F6-38__v1.txt,0.4255,0.0213,0.0,lines,購入,field,C-0088,,0,,,,,,,,,,1324,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:23,81,,
Qwen3-14B-int8,int8,6,F6-39,v0,tail,20260905,1,machine,True,0.9111,39,3336.3,raw/Qwen3-14B-int8/F6-39__v0.txt,0.4222,0.0222,0.0,lines,移動,field,なし,,0,,,,,,,,,,1863,1868,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:24,81,,
Qwen3-14B-int8,int8,6,F6-40,v0,tail,20260905,1,machine,True,0.8966,26,2291.6,raw/Qwen3-14B-int8/F6-40__v0.txt,0.4483,0.0,0.0,lines,通報,field,なし,,0,,,,,,,,,,1913,1915,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:24,81,,
Qwen3-14B-int8,int8,6,F6-40,v1,tail,20260905,1,machine,True,0.9062,24,1852.1,raw/Qwen3-14B-int8/F6-40__v1.txt,0.4688,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1370,1368,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:24,81,,
Qwen3-14B-int8,int8,6,F6-40,full,tail,20260905,1,machine,True,0.925,32,3163.2,raw/Qwen3-14B-int8/F6-40__full.txt,0.425,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3201,3172,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:24,81,,
Qwen3-14B-int8,int8,6,F6-39,v1,tail,20260905,1,machine,True,0.8,45,3998.0,raw/Qwen3-14B-int8/F6-39__v1.txt,0.3556,0.0222,0.0,lines,購入,field,C-0210,,0,,,,,,,,,,1327,1320,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:25,81,,
Qwen3-14B-int8,int8,6,F6-41,full,tail,20260905,1,machine,True,0.9167,32,2969.0,raw/Qwen3-14B-int8/F6-41__full.txt,0.4167,0.0,0.0,lines,休憩,field,なし,,0,,,,,,,,,,3208,3187,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:25,81,,
Qwen3-14B-int8,int8,6,F6-41,v0,tail,20260905,1,machine,True,0.9143,31,2626.1,raw/Qwen3-14B-int8/F6-41__v0.txt,0.4,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1917,1925,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:26,81,,
Qwen3-14B-int8,int8,6,F6-42,full,tail,20260905,1,machine,True,0.9062,24,2086.1,raw/Qwen3-14B-int8/F6-42__full.txt,0.4375,0.0,0.0,lines,通報,field,なし,,0,,,,,,,,,,3200,3166,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:26,81,,
Qwen3-14B-int8,int8,6,F6-42,v0,tail,20260905,1,machine,True,0.9091,24,2105.0,raw/Qwen3-14B-int8/F6-42__v0.txt,0.4848,0.0,0.0,lines,手伝い,field,なし,,0,,,,,,,,,,1919,1915,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:26,81,,
Qwen3-14B-int8,int8,6,F6-41,v1,tail,20260905,1,machine,True,0.9091,32,3055.9,raw/Qwen3-14B-int8/F6-41__v1.txt,0.3333,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1373,1368,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:26,81,,
Qwen3-14B-int8,int8,6,F6-43,full,tail,20260905,1,machine,True,0.9118,33,2636.4,raw/Qwen3-14B-int8/F6-43__full.txt,0.3529,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,3118,3099,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:27,81,,
Qwen3-14B-int8,int8,6,F6-42,v1,tail,20260905,1,machine,True,0.9362,38,3474.8,raw/Qwen3-14B-int8/F6-42__v1.txt,0.4255,0.0,0.0,lines,待機,field,なし,,0,,,,,,,,,,1370,1364,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:27,81,,
Qwen3-14B-int8,int8,6,F6-43,v1,tail,20260905,1,machine,True,0.9189,33,2362.1,raw/Qwen3-14B-int8/F6-43__v1.txt,0.3784,0.0,0.0,lines,会話,field,なし,,0,,,,,,,,,,1326,1322,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:28,81,,
Qwen3-14B-int8,int8,6,F6-43,v0,tail,20260905,1,machine,True,0.92,42,2829.2,raw/Qwen3-14B-int8/F6-43__v0.txt,0.4,0.02,0.0,lines,待機,field,なし,,0,,,,,,,,,,1861,1871,0.0,1,8,http://127.0.0.1:8001,0.28.0,2026-09-05T08:08:28,81,,
